issn_normalizado,titulo,titulo_normalizado,pais_iso,gran_area,fila_gold,apc_tipo,apc_monto_usd,apc_monto_ppp_usd,apc_imputado,apc_es_outlier,faltan_campos_apc,faltan_campos_todos
0124-2253,Revista Científica,scientifica,CO,Ciencias Naturales,456,observado,966.76,2544.11,False,False,apc_metodo_imputacion,"issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, Copyright information URL, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, URL for deposit policy, identificadores_persistentes, Continues, Continued By, titulo_normalizado_openapc_dup, apc_metodo_imputacion, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0124-177X,Gestión Y Ambiente,gestion ambiente,CO,Ciencias Sociales,457,imputado,433.76,1141.47,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
1900-5407,Antípoda : Revista De Antropología Y Arqueología,antipoda antropologia arqueologia,CO,Ciencias Sociales,458,imputado,760.73,2001.92,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
2346-030X,"Aibi revista de investigación, administración e ingeniería",aibi investigacion administracion ingenieria,CO,Ingeniería y Tecnología,459,imputado,308.66,812.26,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, issn_impreso, Other organisation, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0121-4500,Avances De Enfermería,avances enfermeria,CO,Ciencias Médicas y de la Salud,460,imputado,1347.9,3547.11,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, Other organisation, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0121-4381,Suma Psicológica,suma psicologica,CO,Ciencias Sociales,461,imputado,372.68,980.74,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, editorial, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, url_revista, url, When did the journal start to publish all content using an open license?, titulo_alternativo, issn_impreso, issn_electronico, palabras_clave, idiomas, pais_editorial, Other organisation, Country of other organisation, licencia, atributos_licencia, URL for license terms, cc_legible_maquina, autor_retiene_copyright, Copyright information URL, tipo_revision, Review process information URL, politica_plagio, URL for journal's aims & scope, URL for the Editorial Board page, URL for journal's instructions for authors, semanas_submission_publicacion, tiene_apc, APC information URL, apc_amount_raw, politica_exencion, Waiver policy information URL, tiene_otros_cobros, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, cumple_oa, Continues, Continued By, codigos_lcc, subscribe_to_open, Mirror Journal, Open Journals Collective, materias, fecha_incorporacion, fecha_actualizacion, Last Full Review Date, num_articulos, fecha_ultimo_articulo, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, semanas_pub, ratio_citas_docs, sjr_score_zscore, h_index_zscore, semanas_pub_zscore, sjr_score_minmax, h_index_minmax, semanas_pub_minmax"
1909-8367,Entre Ciencia E Ingenieria,entre ciencia ingenieria,CO,Ingeniería y Tecnología,462,imputado,628.62,1654.26,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
1657-4206,Ecos De Economía,ecos economia,CO,Ciencias Sociales,463,imputado,441.32,1161.37,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, issn_electronico, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Preservation Service: national library, URL for deposit policy, identificadores_persistentes, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
1909-2458,Ingeniare,ingeniare,CO,Ingeniería y Tecnología,464,imputado,627.33,1650.87,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, Other organisation, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0122-8285,Palabra Clave,palabra clave,CO,Ciencias Sociales,465,imputado,761.09,2002.87,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0124-7913,Bitácora Urbano Territorial,bitacora urbano territorial,CO,Humanidades,466,imputado,746.99,1965.76,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0120-3649,Theologica Xaveriana,theologica xaveriana,CO,Humanidades,467,imputado,752.34,1979.84,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, url_revista, url, When did the journal start to publish all content using an open license?, titulo_alternativo, issn_impreso, issn_electronico, palabras_clave, idiomas, pais_editorial, Other organisation, Country of other organisation, licencia, atributos_licencia, URL for license terms, cc_legible_maquina, autor_retiene_copyright, Copyright information URL, tipo_revision, Review process information URL, politica_plagio, URL for journal's aims & scope, URL for the Editorial Board page, URL for journal's instructions for authors, semanas_submission_publicacion, tiene_apc, APC information URL, apc_amount_raw, politica_exencion, Waiver policy information URL, tiene_otros_cobros, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, cumple_oa, Continues, Continued By, codigos_lcc, subscribe_to_open, Mirror Journal, Open Journals Collective, materias, fecha_incorporacion, fecha_actualizacion, Last Full Review Date, num_articulos, fecha_ultimo_articulo, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, semanas_pub, semanas_pub_zscore, semanas_pub_minmax"
2011-7582,Revista Colombiana De Cirugía,colombiana cirugia,CO,Ciencias Médicas y de la Salud,468,imputado,1036.43,2727.45,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
1794-9998,Diversitas : Perspectivas En Psicología,diversitas perspectivas psicologia,CO,Ciencias Sociales,469,imputado,440.59,1159.45,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, Copyright information URL, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
1794-7200,Criterio Libre Jurídico,criterio libre juridico,CO,Ciencias Sociales,470,imputado,372.68,980.74,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, editorial, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, url_revista, url, When did the journal start to publish all content using an open license?, titulo_alternativo, issn_impreso, issn_electronico, palabras_clave, idiomas, pais_editorial, Other organisation, Country of other organisation, licencia, atributos_licencia, URL for license terms, cc_legible_maquina, autor_retiene_copyright, Copyright information URL, tipo_revision, Review process information URL, politica_plagio, URL for journal's aims & scope, URL for the Editorial Board page, URL for journal's instructions for authors, semanas_submission_publicacion, tiene_apc, APC information URL, apc_amount_raw, politica_exencion, Waiver policy information URL, tiene_otros_cobros, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, cumple_oa, Continues, Continued By, codigos_lcc, subscribe_to_open, Mirror Journal, Open Journals Collective, materias, fecha_incorporacion, fecha_actualizacion, Last Full Review Date, num_articulos, fecha_ultimo_articulo, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, semanas_pub, ratio_citas_docs, sjr_score_zscore, h_index_zscore, semanas_pub_zscore, sjr_score_minmax, h_index_minmax, semanas_pub_minmax"
0120-3053,Apuntes Del Cenes,apuntes cenes,CO,Ciencias Sociales,471,imputado,121.37,319.39,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, Other organisation, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0121-4772,Revista Cuadernos De Economía,oeconomica,CO,Ciencias Sociales,472,observado,1244.37,3274.66,False,False,apc_metodo_imputacion,"issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, Continues, Continued By, titulo_normalizado_openapc_dup, apc_metodo_imputacion, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0124-0064,Revista De Salud Pública,salud publica,CO,Ciencias Médicas y de la Salud,473,imputado,1028.13,2705.61,True,False,"apc_monto, apc_moneda","issn_linking, codigo_dane, institucion_editora_2, institucion_editora_3, titulo_alternativo, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, Continues, Continued By, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0120-9957,Revista Colombiana De Gastroenterología,colombiana gastroenterologia,CO,Ciencias Médicas y de la Salud,474,imputado,1036.43,2727.45,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, url_revista, url, When did the journal start to publish all content using an open license?, titulo_alternativo, issn_impreso, issn_electronico, palabras_clave, idiomas, pais_editorial, Other organisation, Country of other organisation, licencia, atributos_licencia, URL for license terms, cc_legible_maquina, autor_retiene_copyright, Copyright information URL, tipo_revision, Review process information URL, politica_plagio, URL for journal's aims & scope, URL for the Editorial Board page, URL for journal's instructions for authors, semanas_submission_publicacion, tiene_apc, APC information URL, apc_amount_raw, politica_exencion, Waiver policy information URL, tiene_otros_cobros, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, cumple_oa, Continues, Continued By, codigos_lcc, subscribe_to_open, Mirror Journal, Open Journals Collective, materias, fecha_incorporacion, fecha_actualizacion, Last Full Review Date, num_articulos, fecha_ultimo_articulo, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, semanas_pub, semanas_pub_zscore, semanas_pub_minmax"
1657-4249,Uni-Pluriversidad,uni pluriversidad,CO,Ciencias Sociales,475,imputado,437.45,1151.18,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, issn_impreso, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, Continues, Continued By, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0121-5612,Colombia Internacional,colombia internacional,CO,Ciencias Sociales,476,imputado,441.69,1162.34,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Other fees information URL, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0120-3916,Revista Colombiana De Educación,colombiana educacion,CO,Ciencias Sociales,477,imputado,441.14,1160.89,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
1794-9831,Ciencia Y Cuidado,ciencia cuidado,CO,Ciencias Médicas y de la Salud,478,imputado,1355.83,3567.97,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Country of other organisation, atributos_licencia, Copyright information URL, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0121-215X,Cuadernos De Geografía,geografie,CO,Ciencias Naturales,479,observado,80.92,212.95,False,False,apc_metodo_imputacion,"issn_linking, institucion_editora_2, institucion_editora_3, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Other fees information URL, Preservation Service: national library, identificadores_persistentes, Continues, Continued By, titulo_normalizado_openapc_dup, apc_metodo_imputacion"
0120-338X,Forma Y Función,forma funcion,CO,Humanidades,480,imputado,427.22,1124.26,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, URL for deposit policy, identificadores_persistentes, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0121-3814,"Tea Tecné, Episteme Y Didaxis",tea tecne episteme didaxis,CO,Ciencias Sociales,481,imputado,372.68,980.74,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, editorial, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, url_revista, url, When did the journal start to publish all content using an open license?, titulo_alternativo, issn_impreso, issn_electronico, palabras_clave, idiomas, pais_editorial, Other organisation, Country of other organisation, licencia, atributos_licencia, URL for license terms, cc_legible_maquina, autor_retiene_copyright, Copyright information URL, tipo_revision, Review process information URL, politica_plagio, URL for journal's aims & scope, URL for the Editorial Board page, URL for journal's instructions for authors, semanas_submission_publicacion, tiene_apc, APC information URL, apc_amount_raw, politica_exencion, Waiver policy information URL, tiene_otros_cobros, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, cumple_oa, Continues, Continued By, codigos_lcc, subscribe_to_open, Mirror Journal, Open Journals Collective, materias, fecha_incorporacion, fecha_actualizacion, Last Full Review Date, num_articulos, fecha_ultimo_articulo, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, semanas_pub, ratio_citas_docs, sjr_score_zscore, h_index_zscore, semanas_pub_zscore, sjr_score_minmax, h_index_minmax, semanas_pub_minmax"
0121-8123,Revista Colombiana De Reumatología,cubana reumatologia,CO,Ciencias Médicas y de la Salud,482,imputado,1356.2,3568.95,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, fecha_ultimo_articulo, titulo_normalizado_doaj_dup, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
0120-2804,Revista Colombiana De Química,colombiana quimica,CO,Ciencias Naturales,483,imputado,381.29,1003.39,True,False,"apc_monto, apc_moneda","issn_linking, institucion_editora_2, institucion_editora_3, titulo_alternativo, Country of other organisation, atributos_licencia, apc_amount_raw, Waiver policy information URL, Other fees information URL, Preservation Service: national library, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid"
2145-6097,Revista De Investigacion Agraria Ambiental,investigacion agraria ambiental,CO,Ciencias Agrícolas,484,imputado,608.05,1600.13,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0123-921X,Tecnura,tecnura,CO,Ingeniería y Tecnología,485,imputado,628.06,1652.79,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, titulo_alternativo, Other organisation, Country of other organisation, atributos_licencia, cc_legible_maquina, apc_amount_raw, Waiver policy information URL, Other fees information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
0120-4203,Contaduría Universidad De Antioquia,contaduria universidad antioquia,CO,Ciencias Sociales,486,imputado,437.45,1151.18,True,False,"apc_monto, apc_moneda","issn_electronic, issn_linking, institucion_editora_2, institucion_editora_3, rank, sourceid, tipo_publicacion, titulo_normalizado_scimago_dup, open_access, sjr_score, cuartil_sjr, h_index, total_docs, total_docs_3y, total_refs, total_citas_3y, docs_citables_3y, citas_por_doc_2y, refs_por_doc, pct_female, overton, cobertura, categorias, areas, Country of other organisation, atributos_licencia, cc_legible_maquina, Copyright information URL, apc_amount_raw, Waiver policy information URL, servicios_preservacion, Preservation Service: national library, Preservation information URL, Deposit policy directory, URL for deposit policy, identificadores_persistentes, Continues, Continued By, apc_monto_original, apc_moneda_original, tasa_usd_utilizada, apc_monto, apc_moneda, titulo_normalizado_openapc_dup, is_hybrid, contraste_publindex_cuartil, ratio_citas_docs, sjr_score_zscore, h_index_zscore, sjr_score_minmax, h_index_minmax"
