issn,fuente,tipo_cruce,resultado,similitud
1909-7050,doaj,issn_primario,coincidencia,100.0
0123-9392,doaj,issn_primario,coincidencia,100.0
0124-2121,doaj,issn_primario,coincidencia,100.0
0124-177X,doaj,issn_primario,coincidencia,100.0
0120-9965,doaj,issn_primario,coincidencia,100.0
1657-8651,doaj,issn_primario,coincidencia,100.0
0123-885X,doaj,issn_primario,coincidencia,100.0
0120-131X,doaj,issn_primario,coincidencia,100.0
0120-0011,doaj,issn_primario,coincidencia,100.0
0120-338X,doaj,issn_primario,coincidencia,100.0
0121-8670,doaj,issn_primario,coincidencia,100.0
1900-3080,doaj,issn_primario,coincidencia,100.0
2011-642X,doaj,issn_primario,coincidencia,100.0
0120-6230,doaj,issn_primario,coincidencia,100.0
0123-4641,doaj,issn_primario,coincidencia,100.0
0124-5376,doaj,issn_primario,coincidencia,100.0
2500-5375,doaj,issn_primario,coincidencia,100.0
2027-7822,doaj,issn_primario,coincidencia,100.0
1657-4672,doaj,issn_primario,coincidencia,100.0
0121-6805,doaj,issn_primario,coincidencia,100.0
2248-762X,doaj,issn_primario,coincidencia,100.0
2346-0466,doaj,issn_primario,coincidencia,100.0
1692-8563,doaj,issn_primario,coincidencia,100.0
1900-5407,doaj,issn_primario,coincidencia,100.0
0123-4412,doaj,issn_primario,coincidencia,100.0
1909-0544,doaj,issn_primario,coincidencia,100.0
0123-8884,doaj,issn_primario,coincidencia,100.0
0122-6339,doaj,issn_primario,coincidencia,100.0
0123-3475,doaj,issn_primario,coincidencia,100.0
0120-3630,doaj,issn_primario,coincidencia,100.0
1657-3986,doaj,issn_primario,coincidencia,100.0
1692-7273,doaj,issn_primario,coincidencia,100.0
1856-9536,doaj,issn_primario,coincidencia,100.0
1794-192X,doaj,issn_primario,coincidencia,100.0
2145-9282,doaj,issn_primario,coincidencia,100.0
1657-6535,doaj,issn_primario,coincidencia,100.0
2027-1034,doaj,issn_primario,coincidencia,100.0
0034-7434,doaj,issn_primario,coincidencia,100.0
0121-750X,doaj,issn_primario,coincidencia,100.0
0122-7483,doaj,issn_primario,coincidencia,100.0
1900-0642,doaj,issn_primario,coincidencia,100.0
2500-7440,doaj,issn_primario,coincidencia,100.0
0120-4661,doaj,issn_primario,coincidencia,100.0
0123-0670,doaj,issn_primario,coincidencia,100.0
0124-0781,doaj,issn_primario,coincidencia,100.0
1657-2831,doaj,issn_primario,coincidencia,100.0
0120-5633,doaj,issn_primario,coincidencia,100.0
2248-6046,doaj,issn_primario,coincidencia,100.0
0121-3628,doaj,issn_primario,coincidencia,100.0
0124-4620,doaj,issn_primario,coincidencia,100.0
2382-4018,doaj,issn_primario,coincidencia,100.0
0123-5931,doaj,issn_primario,coincidencia,100.0
0121-747X,doaj,issn_primario,coincidencia,100.0
0123-8264,doaj,issn_primario,coincidencia,100.0
0120-5927,doaj,issn_primario,coincidencia,100.0
1900-6896,doaj,issn_primario,coincidencia,100.0
0123-3432,doaj,issn_primario,coincidencia,100.0
0034-7450,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-3669,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2215-7727,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2590-4566,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-9267,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2590-8669,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-8794,doaj,titulo_secundario_exacto,coincidencia,100.0
2027-5374,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-2442,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2382-4980,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-7716,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-2450,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-206X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-566X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2382-4700,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2665-4385,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-3596,doaj,titulo_secundario_exacto,coincidencia,100.0
2665-2420,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-5905,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-5362,doaj,titulo_secundario_exacto,coincidencia,100.0
2357-4720,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-0806,doaj,titulo_secundario_exacto,coincidencia,100.0
2389-8844,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2500-5227,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2256-4322,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2500-5324,doaj,titulo_secundario_exacto,coincidencia,100.0
2422-4200,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2462-9596,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2216-0280,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2665-1327,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2027-128X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2256-3938,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2422-5053,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-9371,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2322-6889,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-4273,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-5779,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-219X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-991X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2382-3240,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2665-3273,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-9980,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2500-6436,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2463-1140,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
2357-3848,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-1711,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
2590-4604,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-7658,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2590-4671,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2665-6744,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-358X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-212X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-4705,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2422-3182,doaj,titulo_secundario_exacto,coincidencia,100.0
2389-8755,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-6453,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2248-4345,doaj,titulo_secundario_exacto,coincidencia,100.0
2256-5442,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2382-4581,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-6152,doaj,titulo_secundario_fuzzy,coincidencia,92.12121212121211
2256-5469,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2500-5421,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-7026,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2216-135X,doaj,titulo_secundario_exacto,coincidencia,100.0
2256-2273,doaj,titulo_secundario_fuzzy,coincidencia,94.11764705882352
2027-7679,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-4515,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-8115,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-4314,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2665-3281,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-3080,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2539-0279,doaj,titulo_secundario_fuzzy,coincidencia,94.73684210526316
1794-0915,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-8529,doaj,titulo_secundario_fuzzy,coincidencia,95.0
1794-5240,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2463-0225,doaj,titulo_secundario_fuzzy,coincidencia,86.15384615384616
2344-8644,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-4337,doaj,titulo_secundario_exacto,coincidencia,100.0
2248-8723,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-8190,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-3260,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-2051,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-7735,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-6014,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-7477,doaj,titulo_secundario_exacto,coincidencia,100.0
2346-0261,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-2660,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-2958,doaj,titulo_secundario_fuzzy,coincidencia,85.71428571428572
2145-941X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2422-3794,doaj,titulo_secundario_fuzzy,coincidencia,94.11764705882352
1900-7205,doaj,titulo_secundario_fuzzy,coincidencia,92.85714285714286
2256-5450,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-626X,doaj,titulo_secundario_exacto,coincidencia,100.0
2346-2426,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-0366,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2711-0044,doaj,titulo_secundario_exacto,coincidencia,100.0
2027-8284,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-5358,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-7574,doaj,titulo_secundario_exacto,coincidencia,100.0
2145-7719,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-7125,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-4711,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-1649,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2323-0134,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-9959,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-5647,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-7663,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-7638,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2390-0032,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2216-1368,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
1909-7700,doaj,titulo_secundario_exacto,coincidencia,100.0
2539-1208,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-4507,doaj,titulo_secundario_fuzzy,coincidencia,96.2962962962963
2256-5027,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-8464,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2665-4814,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-7856,doaj,titulo_secundario_exacto,coincidencia,100.0
2463-0950,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-0534,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-472X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-9920,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2619-2551,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-859X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-2742,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2322-9675,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-7724,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2344-8350,doaj,titulo_secundario_exacto,coincidencia,100.0
2357-4100,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-5587,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2346-1829,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-9448,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-8425,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2256-5485,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-3864,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-8456,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-7485,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2344-8393,doaj,titulo_secundario_exacto,coincidencia,100.0
2389-8526,doaj,titulo_secundario_exacto,coincidencia,100.0
2619-3752,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2463-0470,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-6941,doaj,titulo_secundario_fuzzy,coincidencia,92.3076923076923
2256-5337,doaj,titulo_secundario_fuzzy,coincidencia,91.66666666666666
2500-8684,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-8441,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-7848,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-3668,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-3202,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-9417,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2500-6177,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-4094,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2323-0118,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-4078,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2390-0016,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-8758,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-5531,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-3784,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-9797,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2389-993X,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
2339-3459,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2665-3354,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-4531,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-8886,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2323-0126,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-8976,doaj,titulo_secundario_fuzzy,coincidencia,85.71428571428572
2539-4169,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2145-8502,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-1352,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-2796,doaj,titulo_secundario_exacto,coincidencia,100.0
2357-3791,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-2183,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2590-7379,doaj,titulo_secundario_exacto,coincidencia,100.0
2256-3334,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-3759,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2462-8433,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-201X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2322-777X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-1592,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2248-6011,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2500-6045,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2500-7645,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-1691,doaj,titulo_secundario_exacto,coincidencia,100.0
2145-4604,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2590-521X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2500-5316,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-7732,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-534X,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2539-0554,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-7743,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-9534,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-7760,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-8944,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-9185,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-9178,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2256-5493,doaj,titulo_secundario_exacto,coincidencia,100.0
2145-8499,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-145X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-9169,doaj,titulo_secundario_exacto,coincidencia,100.0
2248-4086,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2216-0388,doaj,titulo_secundario_exacto,coincidencia,100.0
0122-4409,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1012-8255,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-9000,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-9177,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-5180,doaj,titulo_secundario_exacto,coincidencia,100.0
2027-2731,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2619-4066,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-5248,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-5382,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-4762,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-0706,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-9711,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-5328,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2538-9866,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2382-3860,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-7719,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-6054,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-3732,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-7727,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2357-6286,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-8480,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2422-3719,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2145-8553,doaj,titulo_secundario_fuzzy,coincidencia,94.11764705882352
1900-2386,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2422-3271,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-0119,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-4211,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-5760,doaj,titulo_secundario_fuzzy,coincidencia,92.3076923076923
2539-3804,doaj,titulo_secundario_exacto,coincidencia,100.0
2027-1182,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-2769,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2422-409X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-5078,doaj,titulo_secundario_fuzzy,coincidencia,92.85714285714286
2256-3067,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-4991,doaj,titulo_secundario_exacto,coincidencia,100.0
2011-7922,doaj,titulo_secundario_exacto,coincidencia,100.0
2619-4244,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-7778,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-6004,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-200X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-308X,doaj,titulo_secundario_exacto,coincidencia,100.0
2344-7214,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-5366,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-9959,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0034-7426,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-2448,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2539-5203,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2322-7028,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-7166,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2500-8692,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2590-9452,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-0199,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
2500-6517,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2665-3834,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-2103,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-3414,doaj,titulo_secundario_exacto,coincidencia,100.0
2145-9355,doaj,titulo_secundario_exacto,coincidencia,100.0
2322-956X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2389-9387,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2346-0253,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-1536,doaj,titulo_secundario_exacto,coincidencia,100.0
2389-7066,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2339-3874,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-7607,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2344-8636,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2665-5837,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2390-0504,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2389-8194,doaj,titulo_secundario_exacto,coincidencia,100.0
2027-5692,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0120-4483,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2422-2844,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-2510,doaj,titulo_secundario_exacto,coincidencia,100.0
1794-8932,doaj,titulo_secundario_exacto,coincidencia,100.0
1692-5858,doaj,titulo_secundario_exacto,coincidencia,100.0
1909-5759,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-9015,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
2145-2628,doaj,titulo_secundario_exacto,coincidencia,100.0
1794-4449,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-8803,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-5197,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-3033,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-2448,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-2059,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1794-8290,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-3347,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0034-7418,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1657-7027,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-320X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-5469,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-159X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-8706,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-0319,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-7488,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1909-9762,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-2106,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-6670,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-0488,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-3068,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-3474,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2322-9381,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-1700,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-4450,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-1701,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-6357,doaj,titulo_secundario_fuzzy,coincidencia,95.0
0122-6517,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-107X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-1472,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-8260,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-820X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2216-0159,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-8146,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-4381,doaj,titulo_secundario_fuzzy,coincidencia,95.0
0120-3649,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-7200,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0124-0064,doaj,titulo_secundario_exacto,coincidencia,100.0
0120-9957,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-4249,doaj,titulo_secundario_exacto,coincidencia,100.0
0121-3814,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-8123,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-3932,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-3592,doaj,titulo_secundario_fuzzy,coincidencia,92.85714285714286
0123-2126,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-2173,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1909-8391,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-9761,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2145-3535,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-0268,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-8102,doaj,titulo_secundario_exacto,coincidencia,100.0
0120-5323,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0041-9060,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
1657-9763,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-6127,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-4892,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-4699,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-7311,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1692-3030,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-0021,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-3667,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
0120-8462,doaj,titulo_secundario_fuzzy,coincidencia,95.0
0123-3122,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-1557,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1900-9607,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-2067,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-2066,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-3576,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-793X,doaj,titulo_secundario_fuzzy,coincidencia,89.47368421052632
1900-7841,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2145-3985,doaj,titulo_secundario_fuzzy,coincidencia,94.73684210526316
2145-9932,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2339-3084,doaj,titulo_secundario_exacto,coincidencia,100.0
1794-7561,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-4214,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-8411,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0124-4361,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-5232,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-6298,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-1399,doaj,titulo_secundario_exacto,coincidencia,100.0
1657-2815,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-3652,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-3501,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-9553,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-9465,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-8347,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1909-9851,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-8643,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-5238,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-513X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-0413,doaj,titulo_secundario_fuzzy,coincidencia,85.5
