issn,fuente,tipo_cruce,resultado,similitud
2027-3401,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-7427,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2027-923X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-994X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-6150,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-4319,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-3498,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-3734,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-5491,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1794-9815,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-6542,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-222X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-7389,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-2785,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-5256,doaj,titulo_secundario_exacto,coincidencia,100.0
1909-2814,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-0667,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-7816,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-2753,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-7756,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-4993,doaj,titulo_secundario_exacto,coincidencia,100.0
0568-3076,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-6569,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-9444,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-9550,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-580X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-3342,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2256-151X,doaj,titulo_secundario_exacto,coincidencia,100.0
1692-8571,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-1154,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-1840,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-5318,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-9771,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-7190,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-7778,doaj,titulo_secundario_exacto,coincidencia,100.0
1900-4257,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-6222,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-3978,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0123-4072,doaj,titulo_secundario_exacto,coincidencia,100.0
2215-8812,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1692-8156,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-2407,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-2923,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2248-7441,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-4874,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-7794,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-3355,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-067X,doaj,titulo_secundario_fuzzy,coincidencia,92.85714285714286
1692-9403,doaj,titulo_secundario_exacto,coincidencia,100.0
1657-723X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-6226,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-5426,doaj,titulo_secundario_fuzzy,coincidencia,90.47619047619048
0122-4328,doaj,titulo_secundario_exacto,coincidencia,100.0
0122-9729,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2322-9721,doaj,titulo_secundario_exacto,coincidencia,100.0
0120-0143,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0562-5351,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-5106,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-8989,doaj,titulo_secundario_fuzzy,coincidencia,93.33333333333333
2145-3381,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1909-7786,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-2095,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-9035,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-600X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-2479,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-793X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-971X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-8987,doaj,titulo_secundario_fuzzy,coincidencia,95.0
1794-1180,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-1621,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1657-463X,doaj,titulo_secundario_fuzzy,coincidencia,94.73684210526316
2027-307X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2216-0965,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-6900,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0121-0777,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0123-5583,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2346-4712,doaj,titulo_secundario_exacto,coincidencia,100.0
0120-2650,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-8845,doaj,titulo_secundario_exacto,coincidencia,100.0
2256-1552,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-0380,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
2145-5333,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-8918,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-6194,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-7810,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-1362,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-291X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2145-969X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-8705,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-5415,doaj,titulo_secundario_fuzzy,coincidencia,95.0
1909-9843,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0124-3551,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-8236,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-1879,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0120-0542,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-8101,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-6788,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-3335,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-5775,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-7262,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1692-1259,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-3188,doaj,titulo_secundario_fuzzy,coincidencia,92.3076923076923
0121-7593,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-4173,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-2729,doaj,titulo_secundario_fuzzy,coincidencia,85.5
2011-4990,doaj,titulo_secundario_fuzzy,coincidencia,95.0
1692-3375,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1692-5114,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-4250,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-3800,doaj,titulo_secundario_exacto,coincidencia,100.0
0120-095X,doaj,titulo_secundario_fuzzy,coincidencia,95.0
2027-1433,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-0999,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-9909,doaj,titulo_secundario_exacto,coincidencia,100.0
0122-0799,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-0445,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-074X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-6985,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2011-7213,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2146-5147,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-6276,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0072-0992,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-0453,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-9678,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2145-7735,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1692-9918,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-7017,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1909-258X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-3502,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-3641,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-4732,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0124-7972,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2027-8047,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-2592,doaj,titulo_secundario_exacto,coincidencia,100.0
1657-7663,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-1363,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1900-1355,doaj,titulo_secundario_exacto,coincidencia,100.0
1909-9051,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1794-8614,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0122-011X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-8857,doaj,titulo_secundario_exacto,coincidencia,100.0
1900-5121,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-4676,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-5132,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-5552,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1909-7891,doaj,titulo_secundario_fuzzy,coincidencia,90.9090909090909
1692-3103,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-6680,doaj,titulo_secundario_exacto,coincidencia,100.0
0123-417X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-5946,doaj,titulo_secundario_fuzzy,coincidencia,95.0
0120-9833,doaj,titulo_secundario_exacto,coincidencia,100.0
0120-341X,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-3901,doaj,titulo_secundario_exacto,coincidencia,100.0
0122-3461,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-5701,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-0880,doaj,titulo_secundario_exacto,coincidencia,100.0
0123-2304,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-480X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0120-856X,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0121-3423,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0123-1286,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0122-9534,doaj,titulo_secundario_exacto,coincidencia,100.0
1657-6772,doaj,titulo_secundario_fuzzy,coincidencia,95.0
1012-7410,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1657-9526,doaj,titulo_secundario_fuzzy,coincidencia,90.0
1692-6323,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0120-0275,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0123-1952,doaj,titulo_secundario_fuzzy,coincidencia,85.5
0121-2532,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-5299,doaj,titulo_secundario_fuzzy,coincidencia,85.5
1657-4229,doaj,titulo_secundario_exacto,coincidencia,100.0
0121-0696,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0121-2974,doaj,titulo_secundario_fuzzy,coincidencia,90.0
0120-3797,doaj,titulo_secundario_fuzzy,coincidencia,90.0
2215-7727,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-9267,facts,titulo_secundario_fuzzy,coincidencia,90.0
2590-8669,facts,titulo_secundario_fuzzy,coincidencia,90.0
2462-8794,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-5846,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-206X,facts,titulo_secundario_fuzzy,coincidencia,85.5
2665-4385,facts,titulo_secundario_fuzzy,coincidencia,85.5
2665-2420,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-5362,facts,titulo_secundario_fuzzy,coincidencia,85.5
2357-4720,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-0806,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-3775,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-4322,facts,titulo_secundario_fuzzy,coincidencia,85.5
2500-5324,facts,titulo_secundario_fuzzy,coincidencia,90.0
2422-4200,facts,titulo_secundario_fuzzy,coincidencia,90.0
2665-1327,facts,titulo_secundario_fuzzy,coincidencia,90.0
2389-7864,facts,titulo_secundario_fuzzy,coincidencia,87.5
2322-6889,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-4641,facts,titulo_secundario_fuzzy,coincidencia,90.0
2389-9050,facts,titulo_secundario_fuzzy,coincidencia,85.5
2462-991X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-2596,facts,titulo_secundario_fuzzy,coincidencia,90.0
2389-9980,facts,titulo_secundario_fuzzy,coincidencia,85.5
2357-3848,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-799X,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-0528,facts,titulo_secundario_fuzzy,coincidencia,85.5
0121-4705,facts,titulo_secundario_fuzzy,coincidencia,90.0
2422-3182,facts,titulo_secundario_fuzzy,coincidencia,90.0
2248-4345,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-5442,facts,titulo_secundario_fuzzy,coincidencia,90.0
2382-4581,facts,titulo_secundario_fuzzy,coincidencia,85.5
1900-6152,facts,titulo_secundario_fuzzy,coincidencia,90.0
2500-5421,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-2273,facts,titulo_secundario_fuzzy,coincidencia,85.5
2027-7679,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-4515,facts,titulo_secundario_fuzzy,coincidencia,90.0
1856-9536,facts,titulo_secundario_fuzzy,coincidencia,85.5
2011-3080,facts,titulo_secundario_fuzzy,coincidencia,85.5
1794-5240,facts,titulo_secundario_fuzzy,coincidencia,90.0
2248-4337,facts,titulo_secundario_fuzzy,coincidencia,90.0
2462-8190,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-7735,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-2660,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-2958,facts,titulo_secundario_fuzzy,coincidencia,85.5
2422-3794,facts,titulo_secundario_fuzzy,coincidencia,94.11764705882352
2256-5450,facts,titulo_secundario_fuzzy,coincidencia,90.0
2357-626X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-2426,facts,titulo_secundario_fuzzy,coincidencia,86.4
2539-4711,facts,titulo_secundario_fuzzy,coincidencia,90.0
1900-1649,facts,titulo_secundario_fuzzy,coincidencia,85.26315789473685
2215-9959,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-5647,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-7663,facts,titulo_secundario_fuzzy,coincidencia,90.0
2216-1368,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-7700,facts,titulo_secundario_exacto,coincidencia,100.0
2145-4507,facts,titulo_secundario_fuzzy,coincidencia,85.5
2665-4814,facts,titulo_secundario_fuzzy,coincidencia,90.0
2389-7856,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0534,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-9920,facts,titulo_secundario_fuzzy,coincidencia,90.0
2619-2551,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2462-859X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2382-4018,facts,titulo_secundario_fuzzy,coincidencia,85.5
2322-9675,facts,titulo_secundario_fuzzy,coincidencia,90.0
2344-8350,facts,titulo_secundario_fuzzy,coincidencia,95.23809523809523
2357-4100,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-5587,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-1829,facts,titulo_secundario_fuzzy,coincidencia,90.0
2462-9448,facts,titulo_secundario_fuzzy,coincidencia,85.5
2256-5485,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2745-1402,facts,titulo_secundario_fuzzy,coincidencia,90.0
2389-8526,facts,titulo_secundario_fuzzy,coincidencia,90.25
2463-0470,facts,titulo_secundario_fuzzy,coincidencia,90.0
2500-8684,facts,titulo_secundario_fuzzy,coincidencia,90.0
2389-7848,facts,titulo_secundario_fuzzy,coincidencia,86.95652173913044
2011-3668,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-132X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2500-6177,facts,titulo_secundario_fuzzy,coincidencia,90.0
2248-4078,facts,titulo_secundario_fuzzy,coincidencia,85.5
2390-0016,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-8758,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-3784,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-9797,facts,titulo_secundario_fuzzy,coincidencia,85.5
2389-993X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2339-3459,facts,titulo_secundario_exacto,coincidencia,100.0
2145-4531,facts,titulo_secundario_fuzzy,coincidencia,85.5
2323-0126,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-1352,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-2796,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-4807,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-2183,facts,titulo_secundario_fuzzy,coincidencia,90.0
2590-7379,facts,titulo_secundario_fuzzy,coincidencia,94.73684210526316
2256-3334,facts,titulo_secundario_fuzzy,coincidencia,85.5
2256-201X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-0731,facts,titulo_secundario_fuzzy,coincidencia,85.5
2322-777X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-5821,facts,titulo_secundario_fuzzy,coincidencia,85.5
2248-6011,facts,titulo_secundario_fuzzy,coincidencia,90.0
2500-7645,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2590-9215,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-1691,facts,titulo_secundario_fuzzy,coincidencia,85.26315789473685
2500-5316,facts,titulo_secundario_fuzzy,coincidencia,85.5
2389-7732,facts,titulo_secundario_fuzzy,coincidencia,90.0
2357-6308,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-9534,facts,titulo_secundario_fuzzy,coincidencia,90.0
2462-8603,facts,titulo_secundario_fuzzy,coincidencia,85.5
2215-8944,facts,titulo_secundario_fuzzy,coincidencia,85.5
2256-5493,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-8499,facts,titulo_secundario_fuzzy,coincidencia,90.0
2463-1469,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-145X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-9169,facts,titulo_secundario_fuzzy,coincidencia,90.0
1012-8255,facts,titulo_secundario_fuzzy,coincidencia,90.0
2215-9177,facts,titulo_secundario_fuzzy,coincidencia,90.0
2619-4066,facts,titulo_secundario_exacto,coincidencia,100.0
2256-5248,facts,titulo_secundario_fuzzy,coincidencia,90.0
2538-9866,facts,titulo_secundario_fuzzy,coincidencia,90.0
2382-3860,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-7719,facts,titulo_secundario_fuzzy,coincidencia,90.0
2248-6054,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-8480,facts,titulo_secundario_fuzzy,coincidencia,90.0
2422-3719,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-8553,facts,titulo_secundario_fuzzy,coincidencia,90.0
1900-2386,facts,titulo_secundario_fuzzy,coincidencia,90.0
2500-5375,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-4211,facts,titulo_secundario_fuzzy,coincidencia,85.5
2539-3804,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-3067,facts,titulo_secundario_fuzzy,coincidencia,85.5
2011-7922,facts,titulo_secundario_exacto,coincidencia,100.0
0121-5051,facts,titulo_secundario_fuzzy,coincidencia,85.5
1900-6004,facts,titulo_secundario_fuzzy,coincidencia,90.0
2539-200X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2344-7214,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-5366,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-9959,facts,titulo_secundario_fuzzy,coincidencia,85.5
0034-7426,facts,titulo_secundario_fuzzy,coincidencia,85.5
2027-2448,facts,titulo_secundario_fuzzy,coincidencia,90.0
2215-969X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2539-5203,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-7166,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2500-8692,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-0199,facts,titulo_secundario_fuzzy,coincidencia,90.0
2500-6517,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-2103,facts,titulo_secundario_fuzzy,coincidencia,90.0
2216-1201,facts,titulo_secundario_fuzzy,coincidencia,85.5
2389-9387,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-5927,facts,titulo_secundario_fuzzy,coincidencia,90.0
2346-0253,facts,titulo_secundario_fuzzy,coincidencia,90.0
2339-3874,facts,titulo_secundario_fuzzy,coincidencia,90.0
2665-5837,facts,titulo_secundario_fuzzy,coincidencia,85.5
2389-8194,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-4483,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-548X,facts,titulo_secundario_fuzzy,coincidencia,85.26315789473685
0120-4661,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-5376,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-8932,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-100X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-4532,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-9015,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-3886,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-2121,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0283,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-8803,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-5777,facts,titulo_secundario_fuzzy,coincidencia,95.0
0122-7483,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-5474,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-6013,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-5197,facts,titulo_secundario_fuzzy,coincidencia,85.5
0124-0579,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-2448,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-7238,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-2530,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-4702,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-715X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-0324,facts,titulo_secundario_fuzzy,coincidencia,90.0
0034-7418,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-7027,facts,titulo_secundario_fuzzy,coincidencia,90.0
2248-6046,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-320X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-159X,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1692-0279,facts,titulo_secundario_fuzzy,coincidencia,85.5
2027-1786,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-4688,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-386X,facts,titulo_secundario_fuzzy,coincidencia,85.5
0121-0319,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-9762,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-4226,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1900-9895,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-2106,facts,titulo_secundario_fuzzy,coincidencia,85.5
1794-6670,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-6190,facts,titulo_secundario_exacto,coincidencia,100.0
0120-0488,facts,titulo_secundario_fuzzy,coincidencia,85.5
0123-3068,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-4986,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-4157,facts,titulo_secundario_fuzzy,coincidencia,94.73684210526316
2322-9381,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-4688,facts,titulo_secundario_fuzzy,coincidencia,85.5
0121-8417,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-1701,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-6357,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-0308,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-107X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0976,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-3561,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-2952,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-4108,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-1617,facts,titulo_secundario_fuzzy,coincidencia,90.0
2216-0159,facts,titulo_secundario_fuzzy,coincidencia,85.5
0121-053X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0690,facts,titulo_secundario_fuzzy,coincidencia,85.5
0124-2253,facts,titulo_secundario_fuzzy,coincidencia,95.23809523809523
0121-4381,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-4206,facts,titulo_secundario_fuzzy,coincidencia,85.5
0124-7913,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-9998,facts,titulo_secundario_fuzzy,coincidencia,85.5
0121-4772,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-5612,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-215X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-3814,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0739,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-3932,facts,titulo_secundario_fuzzy,coincidencia,90.0
0012-7353,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-2173,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-6346,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-5137,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-8170,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-8391,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-0011,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-941X,facts,titulo_secundario_fuzzy,coincidencia,86.95652173913044
0121-6805,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-8102,facts,titulo_secundario_fuzzy,coincidencia,85.26315789473685
1900-6586,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1794-2470,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-4915,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-5323,facts,titulo_secundario_fuzzy,coincidencia,86.4
0120-419X,facts,titulo_secundario_fuzzy,coincidencia,86.95652173913044
0121-4004,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-2456,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-8261,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-4892,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-549X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0062,facts,titulo_secundario_fuzzy,coincidencia,85.5
